trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.25, 'e': 0.995}",25,0,-108.85409699098238,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
2,False,"{'a': 0.25, 'e': 0.990025}",35,0,-187.89532475773743,"{0: 22, 1: 2, 2: 8, 3: 0, 4: 3}",0
3,False,"{'a': 0.25, 'e': 0.985074875}",25,0,-245.82300345736726,"{0: 12, 1: 2, 2: 5, 3: 2, 4: 4}",0
4,False,"{'a': 0.25, 'e': 0.9801495006250001}",20,0,-60.81875011866248,"{0: 10, 1: 6, 2: 4, 3: 0, 4: 0}",0
5,False,"{'a': 0.25, 'e': 0.9752487531218751}",20,0,-95.30431033751479,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
6,False,"{'a': 0.25, 'e': 0.9703725093562657}",30,0,-114.17823678204006,"{0: 20, 1: 1, 2: 7, 3: 1, 4: 1}",0
7,False,"{'a': 0.25, 'e': 0.9655206468094844}",30,0,-93.21547491243481,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
8,False,"{'a': 0.25, 'e': 0.960693043575437}",35,0,-139.8658719208703,"{0: 19, 1: 8, 2: 6, 3: 1, 4: 1}",0
9,False,"{'a': 0.25, 'e': 0.9558895783575597}",20,0,-53.263073076638285,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
10,False,"{'a': 0.25, 'e': 0.9511101304657719}",20,0,-106.76954675090171,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
11,False,"{'a': 0.25, 'e': 0.946354579813443}",20,0,-93.75467694400945,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
12,False,"{'a': 0.25, 'e': 0.9416228069143757}",35,6,-113.36077254573222,"{0: 17, 1: 3, 2: 8, 3: 0, 4: 1}",1
13,False,"{'a': 0.25, 'e': 0.9369146928798039}",20,0,-52.69407279235248,"{0: 11, 1: 5, 2: 4, 3: 0, 4: 0}",0
14,False,"{'a': 0.25, 'e': 0.9322301194154049}",25,0,-105.8095495576859,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
15,False,"{'a': 0.25, 'e': 0.9275689688183278}",30,0,-131.68486086172578,"{0: 15, 1: 4, 2: 9, 3: 2, 4: 0}",0
16,False,"{'a': 0.25, 'e': 0.9229311239742362}",25,0,-123.64238673027737,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
17,False,"{'a': 0.25, 'e': 0.918316468354365}",20,0,-19.750621131790123,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
18,False,"{'a': 0.25, 'e': 0.9137248860125932}",20,0,-57.01142605583471,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
19,False,"{'a': 0.25, 'e': 0.9091562615825302}",30,0,-232.92588430521553,"{0: 17, 1: 1, 2: 7, 3: 1, 4: 4}",0
20,False,"{'a': 0.25, 'e': 0.9046104802746175}",25,0,-105.93475359767734,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
21,False,"{'a': 0.25, 'e': 0.9000874278732445}",20,8,-34.93530063591593,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 0}",1
22,False,"{'a': 0.25, 'e': 0.8955869907338783}",25,0,-72.76375676087466,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
23,False,"{'a': 0.25, 'e': 0.8911090557802088}",25,0,-192.07981367319778,"{0: 15, 1: 4, 2: 1, 3: 1, 4: 4}",0
24,False,"{'a': 0.25, 'e': 0.8866535105013078}",20,0,-87.05202990117516,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
25,False,"{'a': 0.25, 'e': 0.8822202429488013}",20,0,-15.601278988756416,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
26,False,"{'a': 0.25, 'e': 0.8778091417340573}",30,0,-282.2294718010073,"{0: 19, 1: 0, 2: 4, 3: 1, 4: 6}",0
27,False,"{'a': 0.25, 'e': 0.8734200960253871}",20,0,-68.99114330228485,"{0: 11, 1: 4, 2: 4, 3: 1, 4: 0}",0
28,False,"{'a': 0.25, 'e': 0.8690529955452602}",25,0,-63.66896501955026,"{0: 16, 1: 4, 2: 4, 3: 1, 4: 0}",0
29,False,"{'a': 0.25, 'e': 0.8647077305675338}",20,5,-71.4896467158032,"{0: 9, 1: 1, 2: 4, 3: 0, 4: 1}",1
30,False,"{'a': 0.25, 'e': 0.8603841919146962}",20,0,-17.50218843773839,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
31,False,"{'a': 0.25, 'e': 0.8560822709551227}",30,0,-86.54504798887059,"{0: 22, 1: 1, 2: 5, 3: 1, 4: 1}",0
32,False,"{'a': 0.25, 'e': 0.851801859600347}",25,0,-193.8370226509194,"{0: 12, 1: 3, 2: 6, 3: 1, 4: 3}",0
33,False,"{'a': 0.25, 'e': 0.8475428503023453}",20,0,-68.91689779073216,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
34,False,"{'a': 0.25, 'e': 0.8433051360508336}",20,12,-47.73160878096691,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
35,False,"{'a': 0.25, 'e': 0.8390886103705794}",20,0,-126.29956072232889,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
36,False,"{'a': 0.25, 'e': 0.8348931673187264}",20,15,-0.6236219655132622,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
37,False,"{'a': 0.25, 'e': 0.8307187014821328}",20,0,-55.879053018901686,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
38,False,"{'a': 0.25, 'e': 0.8265651079747222}",20,0,-116.76811349259695,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
39,False,"{'a': 0.25, 'e': 0.8224322824348486}",20,0,-193.9253732485174,"{0: 7, 1: 1, 2: 8, 3: 2, 4: 2}",0
40,False,"{'a': 0.25, 'e': 0.8183201210226743}",20,0,-52.929698914378775,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
41,False,"{'a': 0.25, 'e': 0.8142285204175609}",20,0,-79.0809160280185,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
42,False,"{'a': 0.25, 'e': 0.810157377815473}",25,1,-99.60728869272107,"{0: 17, 1: 2, 2: 3, 3: 0, 4: 2}",1
43,False,"{'a': 0.25, 'e': 0.8061065909263957}",30,0,-88.49127535628642,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
44,False,"{'a': 0.25, 'e': 0.8020760579717637}",25,0,-154.2707180320483,"{0: 11, 1: 2, 2: 10, 3: 1, 4: 1}",0
45,False,"{'a': 0.25, 'e': 0.798065677681905}",20,0,-58.08217683495804,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
46,False,"{'a': 0.25, 'e': 0.7940753492934954}",20,0,-71.1609162232015,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
47,False,"{'a': 0.25, 'e': 0.7901049725470279}",30,0,-45.16366825313755,"{0: 24, 1: 0, 2: 4, 3: 2, 4: 0}",1
48,False,"{'a': 0.25, 'e': 0.7861544476842928}",25,0,-41.009621101235915,"{0: 17, 1: 5, 2: 3, 3: 0, 4: 0}",0
49,False,"{'a': 0.25, 'e': 0.7822236754458713}",20,1,-86.29684995074173,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 1}",1
50,False,"{'a': 0.25, 'e': 0.778312557068642}",20,11,-15.717879764530878,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
51,False,"{'a': 0.25, 'e': 0.7744209942832988}",20,1,-73.26030762861348,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 1}",1
52,False,"{'a': 0.25, 'e': 0.7705488893118823}",30,0,-101.75709577730308,"{0: 22, 1: 1, 2: 2, 3: 5, 4: 0}",0
53,False,"{'a': 0.25, 'e': 0.7666961448653229}",35,0,-138.557157317032,"{0: 23, 1: 3, 2: 7, 3: 0, 4: 2}",0
54,False,"{'a': 0.25, 'e': 0.7628626641409962}",30,0,-81.61706148825668,"{0: 20, 1: 3, 2: 5, 3: 2, 4: 0}",0
55,False,"{'a': 0.25, 'e': 0.7590483508202912}",25,0,-65.88329662524043,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
56,False,"{'a': 0.25, 'e': 0.7552531090661897}",25,0,-105.49147886491974,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
57,False,"{'a': 0.25, 'e': 0.7514768435208588}",20,0,-70.32114311943981,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 2}",0
58,False,"{'a': 0.25, 'e': 0.7477194593032545}",25,8,-92.01862711983337,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 2}",1
59,False,"{'a': 0.25, 'e': 0.7439808620067382}",30,0,-151.40341007778733,"{0: 19, 1: 3, 2: 4, 3: 2, 4: 2}",0
60,False,"{'a': 0.25, 'e': 0.7402609576967045}",30,0,-60.79339808632331,"{0: 21, 1: 1, 2: 8, 3: 0, 4: 0}",0
61,False,"{'a': 0.25, 'e': 0.736559652908221}",25,0,-100.96740728127378,"{0: 14, 1: 2, 2: 7, 3: 2, 4: 0}",0
62,False,"{'a': 0.25, 'e': 0.7328768546436799}",30,0,-9.074062228258185,"{0: 26, 1: 1, 2: 2, 3: 1, 4: 0}",0
63,False,"{'a': 0.25, 'e': 0.7292124703704616}",25,10,-35.742755020593265,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
64,False,"{'a': 0.25, 'e': 0.7255664080186093}",30,0,-20.64423869051719,"{0: 25, 1: 2, 2: 2, 3: 1, 4: 0}",0
65,False,"{'a': 0.25, 'e': 0.7219385759785162}",20,12,11.382468391828283,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
66,False,"{'a': 0.25, 'e': 0.7183288830986236}",25,0,-136.17495768885925,"{0: 14, 1: 4, 2: 3, 3: 3, 4: 1}",0
67,False,"{'a': 0.25, 'e': 0.7147372386831305}",20,0,-112.60732985950717,"{0: 13, 1: 1, 2: 2, 3: 3, 4: 1}",0
68,False,"{'a': 0.25, 'e': 0.7111635524897149}",20,0,-21.982581030599764,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
69,False,"{'a': 0.25, 'e': 0.7076077347272662}",25,0,-98.06509618852994,"{0: 14, 1: 5, 2: 5, 3: 0, 4: 1}",0
70,False,"{'a': 0.25, 'e': 0.7040696960536299}",20,0,-16.020455731462352,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
71,False,"{'a': 0.25, 'e': 0.7005493475733617}",20,0,5.105224331107934,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
72,False,"{'a': 0.25, 'e': 0.697046600835495}",25,0,-79.94579984042124,"{0: 16, 1: 2, 2: 5, 3: 2, 4: 0}",0
73,False,"{'a': 0.25, 'e': 0.6935613678313175}",25,0,-137.72082065991435,"{0: 18, 1: 0, 2: 2, 3: 3, 4: 2}",0
74,False,"{'a': 0.25, 'e': 0.6900935609921609}",20,0,-47.81060827210059,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
75,False,"{'a': 0.25, 'e': 0.6866430931872001}",20,1,-52.21012786335981,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
76,False,"{'a': 0.25, 'e': 0.6832098777212641}",20,0,-91.55869804682705,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 2}",0
77,False,"{'a': 0.25, 'e': 0.6797938283326578}",30,0,-59.094314761484576,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
78,False,"{'a': 0.25, 'e': 0.6763948591909945}",20,2,-83.91773942360471,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
79,False,"{'a': 0.25, 'e': 0.6730128848950395}",20,2,-99.31604673799079,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 2}",1
80,False,"{'a': 0.25, 'e': 0.6696478204705644}",25,0,-95.75688034811276,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
81,False,"{'a': 0.25, 'e': 0.6662995813682115}",20,7,-107.93910036943203,"{0: 5, 1: 1, 2: 5, 3: 1, 4: 1}",1
82,False,"{'a': 0.25, 'e': 0.6629680834613705}",25,0,-140.09883376122465,"{0: 13, 1: 3, 2: 6, 3: 2, 4: 1}",0
83,False,"{'a': 0.25, 'e': 0.6596532430440636}",25,8,-100.12649736274618,"{0: 11, 1: 1, 2: 3, 3: 0, 4: 2}",1
84,False,"{'a': 0.25, 'e': 0.6563549768288433}",20,8,14.800119618442968,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.25, 'e': 0.653073201944699}",35,0,-168.97884391028776,"{0: 27, 1: 0, 2: 3, 3: 1, 4: 4}",0
86,False,"{'a': 0.25, 'e': 0.6498078359349755}",30,0,-94.99999595714124,"{0: 23, 1: 0, 2: 4, 3: 2, 4: 1}",0
87,False,"{'a': 0.25, 'e': 0.6465587967553006}",30,0,-147.97674402130286,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
88,False,"{'a': 0.25, 'e': 0.6433260027715241}",35,0,-153.56061741179775,"{0: 28, 1: 0, 2: 3, 3: 0, 4: 4}",0
89,False,"{'a': 0.25, 'e': 0.6401093727576664}",30,0,-62.088756029896,"{0: 22, 1: 3, 2: 4, 3: 0, 4: 1}",0
90,False,"{'a': 0.25, 'e': 0.6369088258938781}",25,0,-24.622841460684583,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
91,False,"{'a': 0.25, 'e': 0.6337242817644086}",25,0,-140.78841718316173,"{0: 18, 1: 1, 2: 2, 3: 1, 4: 3}",0
92,False,"{'a': 0.25, 'e': 0.6305556603555866}",20,7,-30.497178029052918,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
93,False,"{'a': 0.25, 'e': 0.6274028820538087}",25,14,-9.236937416864707,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
94,False,"{'a': 0.25, 'e': 0.6242658676435396}",25,0,-215.7309011969139,"{0: 15, 1: 1, 2: 3, 3: 2, 4: 4}",0
95,False,"{'a': 0.25, 'e': 0.6211445383053219}",35,0,-29.166330854692514,"{0: 28, 1: 1, 2: 6, 3: 0, 4: 0}",0
96,False,"{'a': 0.25, 'e': 0.6180388156137953}",20,2,-20.319354558331202,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
97,False,"{'a': 0.25, 'e': 0.6149486215357263}",25,0,-25.15005143599359,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 0}",0
98,False,"{'a': 0.25, 'e': 0.6118738784280476}",25,9,-13.634049314629932,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 0}",1
99,False,"{'a': 0.25, 'e': 0.6088145090359074}",20,0,-10.12027047824484,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
100,False,"{'a': 0.25, 'e': 0.6057704364907278}",20,6,-20.251814721721985,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
101,False,"{'a': 0.25, 'e': 0.6027415843082742}",30,0,-106.36762264984185,"{0: 19, 1: 2, 2: 8, 3: 0, 4: 1}",0
102,False,"{'a': 0.25, 'e': 0.5997278763867329}",25,0,-64.51234527184367,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
103,False,"{'a': 0.25, 'e': 0.5967292370047992}",20,0,-26.5738166474989,"{0: 17, 1: 1, 2: 0, 3: 2, 4: 0}",0
104,False,"{'a': 0.25, 'e': 0.5937455908197752}",20,0,-37.12388494996868,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
105,False,"{'a': 0.25, 'e': 0.5907768628656763}",25,15,-22.232253167685244,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 0}",1
106,False,"{'a': 0.25, 'e': 0.5878229785513479}",25,12,-46.9580819354519,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 1}",1
107,False,"{'a': 0.25, 'e': 0.5848838636585911}",25,0,-30.875544532024925,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
108,False,"{'a': 0.25, 'e': 0.5819594443402982}",20,10,-34.13217045060748,"{0: 6, 1: 1, 2: 2, 3: 1, 4: 0}",1
109,False,"{'a': 0.25, 'e': 0.5790496471185967}",20,0,-110.48217939501566,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 3}",0
110,False,"{'a': 0.25, 'e': 0.5761543988830038}",25,0,-92.68590258990264,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
111,False,"{'a': 0.25, 'e': 0.5732736268885887}",30,0,-80.17958425241873,"{0: 22, 1: 1, 2: 4, 3: 3, 4: 0}",0
112,False,"{'a': 0.25, 'e': 0.5704072587541458}",20,0,-27.699368446851047,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 0}",0
113,False,"{'a': 0.25, 'e': 0.567555222460375}",25,13,-32.28732129359179,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
114,False,"{'a': 0.25, 'e': 0.5647174463480732}",20,0,-18.968378396582178,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
115,False,"{'a': 0.25, 'e': 0.5618938591163328}",30,0,-71.86396487165322,"{0: 25, 1: 0, 2: 3, 3: 0, 4: 2}",0
116,False,"{'a': 0.25, 'e': 0.5590843898207511}",20,0,-35.41206138844081,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
117,False,"{'a': 0.25, 'e': 0.5562889678716474}",25,0,-48.02326970690712,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
118,False,"{'a': 0.25, 'e': 0.5535075230322891}",20,0,-112.43617297467051,"{0: 12, 1: 1, 2: 4, 3: 2, 4: 1}",0
119,False,"{'a': 0.25, 'e': 0.5507399854171277}",20,2,-24.045427533488663,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 0}",1
120,False,"{'a': 0.25, 'e': 0.547986285490042}",25,9,-46.88385537041945,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
121,False,"{'a': 0.25, 'e': 0.5452463540625918}",20,0,-31.42118278793835,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
122,False,"{'a': 0.25, 'e': 0.5425201222922789}",20,0,-106.51772603626803,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
123,False,"{'a': 0.25, 'e': 0.5398075216808175}",25,3,-13.59684735763395,"{0: 18, 1: 3, 2: 0, 3: 1, 4: 0}",1
124,False,"{'a': 0.25, 'e': 0.5371084840724134}",20,0,-28.21186871908802,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
125,False,"{'a': 0.25, 'e': 0.5344229416520513}",25,17,-36.91022456978545,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 1}",1
126,False,"{'a': 0.25, 'e': 0.531750826943791}",25,0,-55.86852419348717,"{0: 18, 1: 1, 2: 5, 3: 1, 4: 0}",0
127,False,"{'a': 0.25, 'e': 0.5290920728090721}",30,0,-136.77979776127827,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
128,False,"{'a': 0.25, 'e': 0.5264466124450268}",25,12,-35.51086278492565,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
129,False,"{'a': 0.25, 'e': 0.5238143793828016}",20,0,-40.49911194640721,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
130,False,"{'a': 0.25, 'e': 0.5211953074858876}",30,0,-48.33011861678066,"{0: 24, 1: 2, 2: 3, 3: 0, 4: 1}",0
131,False,"{'a': 0.25, 'e': 0.5185893309484582}",25,0,-13.943677739990033,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
132,False,"{'a': 0.25, 'e': 0.5159963842937159}",20,0,3.886340343047514,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
133,False,"{'a': 0.25, 'e': 0.5134164023722473}",25,0,-41.4511038998388,"{0: 20, 1: 3, 2: 0, 3: 1, 4: 1}",0
134,False,"{'a': 0.25, 'e': 0.510849320360386}",20,0,20.239845222398312,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
135,False,"{'a': 0.25, 'e': 0.5082950737585841}",20,2,-24.14543316169842,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
136,False,"{'a': 0.25, 'e': 0.5057535983897912}",20,0,-67.78460174789402,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
137,False,"{'a': 0.25, 'e': 0.5032248303978422}",20,11,16.236044908509545,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.25, 'e': 0.500708706245853}",35,0,-83.07804392174626,"{0: 25, 1: 4, 2: 5, 3: 0, 4: 1}",0
139,False,"{'a': 0.25, 'e': 0.4982051627146237}",25,0,-87.41652008133651,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
140,False,"{'a': 0.25, 'e': 0.49571413690105054}",25,0,-72.70420041351291,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
141,False,"{'a': 0.25, 'e': 0.4932355662165453}",20,0,-59.81999313359951,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
142,False,"{'a': 0.25, 'e': 0.4907693883854626}",30,0,-78.58394228539385,"{0: 21, 1: 4, 2: 3, 3: 1, 4: 1}",0
143,False,"{'a': 0.25, 'e': 0.4883155414435353}",20,0,8.78550652252057,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
144,False,"{'a': 0.25, 'e': 0.4858739637363176}",25,0,-75.09899442360697,"{0: 17, 1: 2, 2: 5, 3: 0, 4: 1}",0
145,False,"{'a': 0.25, 'e': 0.483444593917636}",25,0,-70.32005374586281,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
146,False,"{'a': 0.25, 'e': 0.4810273709480478}",25,17,13.761259809173392,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
147,False,"{'a': 0.25, 'e': 0.47862223409330756}",25,0,-84.7193383589946,"{0: 21, 1: 0, 2: 1, 3: 1, 4: 2}",0
148,False,"{'a': 0.25, 'e': 0.47622912292284103}",20,0,-44.54508087676095,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
149,False,"{'a': 0.25, 'e': 0.4738479773082268}",20,0,-8.314556576155073,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
150,False,"{'a': 0.25, 'e': 0.47147873742168567}",20,0,-34.458229577198054,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
151,False,"{'a': 0.25, 'e': 0.46912134373457726}",20,0,-18.341549424226915,"{0: 16, 1: 2, 2: 1, 3: 1, 4: 0}",0
152,False,"{'a': 0.25, 'e': 0.46677573701590436}",25,0,-49.19507536036033,"{0: 19, 1: 3, 2: 2, 3: 0, 4: 1}",0
153,False,"{'a': 0.25, 'e': 0.46444185833082485}",25,0,-9.70692209050628,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
154,False,"{'a': 0.25, 'e': 0.46211964903917074}",25,0,-17.607137630405234,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
155,False,"{'a': 0.25, 'e': 0.4598090507939749}",20,0,-4.7390894348495705,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
156,False,"{'a': 0.25, 'e': 0.457510005540005}",25,7,-13.902863754380627,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 0}",1
157,False,"{'a': 0.25, 'e': 0.45522245551230495}",20,11,14.215059096826462,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
158,False,"{'a': 0.25, 'e': 0.4529463432347434}",20,13,-27.90134663248461,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
159,False,"{'a': 0.25, 'e': 0.4506816115185697}",25,0,-91.54512175473708,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 2}",0
160,False,"{'a': 0.25, 'e': 0.4484282034609769}",25,10,-39.621466102408775,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
161,False,"{'a': 0.25, 'e': 0.446186062443672}",30,0,-4.142746617523864,"{0: 26, 1: 2, 2: 2, 3: 0, 4: 0}",1
162,False,"{'a': 0.25, 'e': 0.4439551321314536}",25,2,-4.553768404481939,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
163,False,"{'a': 0.25, 'e': 0.4417353564707963}",20,15,9.296330325124949,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
164,False,"{'a': 0.25, 'e': 0.43952667968844233}",20,0,-131.2580748818355,"{0: 12, 1: 0, 2: 5, 3: 1, 4: 2}",0
165,False,"{'a': 0.25, 'e': 0.43732904629000013}",30,2,-168.26614171751453,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 4}",1
166,False,"{'a': 0.25, 'e': 0.4351424010585501}",20,0,-42.8645216126691,"{0: 15, 1: 1, 2: 2, 3: 2, 4: 0}",0
167,False,"{'a': 0.25, 'e': 0.43296668905325736}",20,4,20.405197263709532,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.25, 'e': 0.43080185560799106}",25,0,2.2666963598058008,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
169,False,"{'a': 0.25, 'e': 0.4286478463299511}",20,0,-27.7009603214897,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
170,False,"{'a': 0.25, 'e': 0.42650460709830135}",20,0,-33.44997164717003,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
171,False,"{'a': 0.25, 'e': 0.42437208406280985}",25,11,-0.5724310426376933,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
172,False,"{'a': 0.25, 'e': 0.4222502236424958}",30,19,8.109721930045218,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
173,False,"{'a': 0.25, 'e': 0.42013897252428334}",30,23,1.355061530839831,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
174,False,"{'a': 0.25, 'e': 0.4180382776616619}",25,13,-18.563685956459075,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
175,False,"{'a': 0.25, 'e': 0.4159480862733536}",25,0,0.010524270936430824,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 0}",0
176,False,"{'a': 0.25, 'e': 0.41386834584198684}",25,0,-112.38910779978605,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
177,False,"{'a': 0.25, 'e': 0.4117990041127769}",25,7,-25.260479007056176,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
178,False,"{'a': 0.25, 'e': 0.40974000909221303}",30,14,-14.75649373767303,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
179,False,"{'a': 0.25, 'e': 0.40769130904675194}",20,0,-24.522909190312596,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
180,False,"{'a': 0.25, 'e': 0.40565285250151817}",20,7,-27.680749828880664,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
181,False,"{'a': 0.25, 'e': 0.4036245882390106}",30,9,-41.53358224229296,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 1}",1
182,False,"{'a': 0.25, 'e': 0.4016064652978155}",20,9,-1.218013501106654,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
183,False,"{'a': 0.25, 'e': 0.3995984329713264}",20,11,9.94997461936623,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.25, 'e': 0.3976004408064698}",20,15,-14.471584312098235,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
